hour,tech,Ng_on,Nst_cmd,Nsg_start,Nsd_stop,Pg_MW,PD_MW,PRES_avail_MW,Pcurt_MW,Ddef_MW,Dspill_MW,cost_tech_EUR,cost_hour_total_EUR
18,Biomasa,2,3,3,2,4436.3,27082.0,19145.7,0.0,0.0,0.0,111920.665,191068.745
19,CC,0,0,0,0,0.0,27700.0,15512.099999999999,0.0,0.0,0.0,0.0,289293.425
19,Nuclear,2,2,2,1,7000.0,27700.0,15512.099999999999,0.0,0.0,0.0,158296.16,289293.425
19,CR,0,0,0,0,0.0,27700.0,15512.099999999999,0.0,0.0,0.0,0.0,289293.425
19,Biomasa,3,3,3,2,5187.9,27700.0,15512.099999999999,0.0,0.0,0.0,130997.26499999998,289293.425
20,CC,3,10,10,7,5066.609999999999,28381.0,9284.4,0.0,0.0,0.0,209877.95519999997,545499.9437
20,Nuclear,2,2,2,2,7000.0,28381.0,9284.4,0.0,0.0,0.0,158296.16,545499.9437
20,CR,0,4,4,4,0.0,28381.0,9284.4,0.0,0.0,0.0,0.0,545499.9437
20,Biomasa,3,3,3,3,7029.99,28381.0,9284.4,0.0,0.0,0.0,177325.82849999997,545499.9437
21,CC,6,8,8,5,10716.109999999999,28474.0,3727.9,0.0,0.0,0.0,443840.92519999994,779462.9136999999
21,Nuclear,2,2,2,2,7000.0,28474.0,3727.9,0.0,0.0,0.0,158296.16,779462.9136999999
21,CR,0,0,0,0,0.0,28474.0,3727.9,0.0,0.0,0.0,0.0,779462.9136999999
21,Biomasa,3,3,3,3,7029.99,28474.0,3727.9,0.0,0.0,0.0,177325.82849999997,779462.9136999999
22,CC,6,1,1,1,11351.410000000002,28216.0,2834.6,0.0,0.0,0.0,470091.5212000001,805713.5097
22,Nuclear,2,2,2,2,7000.0,28216.0,2834.6,0.0,0.0,0.0,158296.16,805713.5097
22,CR,0,0,0,0,0.0,28216.0,2834.6,0.0,0.0,0.0,0.0,805713.5097
22,Biomasa,3,3,3,3,7029.99,28216.0,2834.6,0.0,0.0,0.0,177325.82849999997,805713.5097
23,CC,6,3,3,3,9733.210000000001,26611.0,2847.8,0.0,0.0,0.0,403227.49720000004,738849.4857
23,Nuclear,2,2,2,2,7000.0,26611.0,2847.8,0.0,0.0,0.0,158296.16,738849.4857
23,CR,0,0,0,0,0.0,26611.0,2847.8,0.0,0.0,0.0,0.0,738849.4857
23,Biomasa,3,3,3,3,7029.99,26611.0,2847.8,0.0,0.0,0.0,177325.82849999997,738849.4857
24,CC,5,2,2,3,7617.21,24562.0,2914.8,0.0,0.0,0.0,315619.16719999997,651241.1556999999
24,Nuclear,2,2,2,2,7000.0,24562.0,2914.8,0.0,0.0,0.0,158296.16,651241.1556999999
24,CR,0,0,0,0,0.0,24562.0,2914.8,0.0,0.0,0.0,0.0,651241.1556999999
24,Biomasa,3,3,3,3,7029.99,24562.0,2914.8,0.0,0.0,0.0,177325.82849999997,651241.1556999999
